來源網站,集團,品牌,標題,店家地址,評論標題,發布時間,文章內容,評分,Lat,Lon
Tripadvisor,王品,hot 7,台中金典綠園道店,台中市西區健行路1049號3樓,非常好吃 ___,2020/6/14,今天去用餐 服務很好 餐點也很好吃 出餐速度蠻快的 下次還會在去吃 氣氛相當好當季菜色蠻好吃的 下次還會在去光顧本餐廳 很好吃 蠻喜歡的,5,24.1557383,120.663261
Tripadvisor,王品,hot 7,台中金典綠園道店,台中市西區健行路1049號3樓,用餐感想,2020/5/4,餐點美味，價格實在，服務優良，用餐環境愉快，適合闔家一起來用餐，感謝服務人員在銅鑼燒上的巧思作畫，寫下生日祝福語，讓朋友度過愉快的生日宴，謝謝。,5,24.1557383,120.663261
Tripadvisor,王品,hot 7,台中金典綠園道店,台中市西區健行路1049號3樓,CP值高鐵板燒,2018/12/10,以鐵板燒來說，餐點擺盤精緻，餐點口味中上，食材及環境衛生良好，用餐氣氛不錯，有邊桌坐位，也有單純桌椅的坐位，不管是聚餐或約會都適合，用餐完不會全身都是油煙味，價錢也算評價，食量大的人能吃飽，白飯能一直免費續碗，這點很划算，總體來說CP值很高。,4,24.1557383,120.663261
Tripadvisor,王品,hot 7,台中金典綠園道店,台中市西區健行路1049號3樓,平價鐵板燒,2018/10/21,王品集團裡相對便宜的餐廳，一客299加一成，可另外單點，一分60元。主餐基本還不錯，櫻桃鴨胸和牛肉還不錯。鮮菇湯清爽可口。可加白飯。,4,24.1557383,120.663261
Tripadvisor,王品,hot 7,台中金典綠園道店,台中市西區健行路1049號3樓,hot7新鐵板料理-台中金典綠園道店,2018/9/3,hot 7的新_板料理，適合大眾化新展店的一家平價鐵板燒，服務品質CP值不錯，裝潢新穎空間寬大，食材新鮮乾淨，堅持在地良食重新詮釋_板的飲食哲學， 以自然些許的調味取代重口味的每一種食材都是一塊璞玉，擁有最真實美好的原貌，手作料理，在地食材結合微調味_板料理 ，透過創意想法融入菜色呈現，重新演繹傳統鐵板的飲食文化。,5,24.1557383,120.663261
Tripadvisor,王品,hot 7,台中金典綠園道店,台中市西區健行路1049號3樓,CP值還不錯的鐵板燒,2018/6/19,番茄起士牛腩和起士蛋捲不錯，起士有牽絲喔！炒時蔬是空心菜，我兒也說好好吃，辣椒雞湯好喝，甜點部分缺貨改山粉圓比較可惜,4,24.1557383,120.663261
Tripadvisor,王品,hot 7,台中金典綠園道店,台中市西區健行路1049號3樓,蠻不錯的餐廳,2018/1/16,"沒有訂位, 所以要等大約10分鍾左右可以坐BAR食鐵板燒, 但沒有選, 油煙味沒有服務員也是很細心講解餐點內容~常做整理服務",3,24.1557383,120.663261
Tripadvisor,王品,hot 7,台中金典綠園道店,台中市西區健行路1049號3樓,物有所值的大眾鐵板燒,2018/1/14,依新鐵板料理套餐的訂價(299+10%)來說，主菜品質良好，加上湯品、副食、甜點、飲料，份量十足且都有一定水準。,4,24.1557383,120.663261
Tripadvisor,王品,hot 7,台中金典綠園道店,台中市西區健行路1049號3樓,餐點單純的鐵板燒連鎖店,2018/1/11,和同一個集團的夏慕尼鐵板燒不同，HOT 7鐵板燒走的是簡單方便評價的鐵板燒料理。餐點簡單到菜單只剩一張紙。總共九種主菜可以選，另外有四種小點心可以加點。適合用餐速戰速決的場合。每個人一律299加一成服務費。,4,24.1557383,120.663261
Tripadvisor,王品,hot 7,台北長安東店,台北市中山區長安東路二段78-2號,NT$299的牛排套餐，真的不錯吃,2020/10/2,這家生意很好，最好訂位一下。第一次吃，點了NT$299的牛排套餐，哇哇！真的不錯吃，還有辣雞湯好喝。可以加飯，吃的飽飽很不錯。,5,25.0483386,121.5339097
Tripadvisor,王品,hot 7,台北長安東店,台北市中山區長安東路二段78-2號,王品集團低價鐵板燒,2019/5/30,聽說王品集團去年新開的Hot鐵板燒高貴不貴，每客299元共計七道菜，此次與太太再度來品嚐，內部裝潢樸實，裡面大部分年輕人，服務仍有王品集團的水平，只是客人太多分散服務了，香蒜炙熱牛排基本上OK，檸檬優酪_鑽先送來也不錯喝， 元氣鮮菇湯很不錯， 炒食蔬清淡好吃， 蒲燒鯛魚蒸飯個人覺得相當的好吃， 黃金泡菜因個人不吃不便評語， 西米...綠豆仁相當的不錯吃，相信我們還會再光臨。更多,3,25.0483386,121.5339097
Tripadvisor,王品,hot 7,台北長安東店,台北市中山區長安東路二段78-2號,吃鐵板燒必配檸檬優酪冰鑽，冰涼又去油解膩,2019/3/28,王品旗下的連鎖鐵板燒餐廳，可以做在吧台區看師傅表演XD環境乾淨整潔很新穎，主菜有八種，會因季節變化菜色吃鐵板燒必配檸檬優酪冰鑽，冰涼又去油解膩,5,25.0483386,121.5339097
Tripadvisor,王品,hot 7,台北長安東店,台北市中山區長安東路二段78-2號,Cp值高的餐點,2018/2/26,這次點的的是櫻桃鴨腿，果然比雞腿韌一些，如果喜歡細嫩口感的人還是推薦吃雞腿，套餐裡頭還包括了泡菜小菜、小鰻魚飯、湯、高麗菜、甜點與飲料，如果用Line Pay 結帳，還會送上一份蛤蜊，還不錯。,4,25.0483386,121.5339097
Tripadvisor,王品,hot 7,台北長安東店,台北市中山區長安東路二段78-2號,王品集團的鐵板料理,2018/2/26,主要採套餐式299元加一成，主餐有牛、雞、魚、鴨等約十種選擇，今天點的是蒜片炙燒牛肉，還不錯吃，推薦！另外有湯、青菜、飲料和甜點銅鑼燒，吃很飽！,4,25.0483386,121.5339097
Tripadvisor,王品,hot 7,台北長安東店,台北市中山區長安東路二段78-2號,不錯的商午選擇,2017/12/23,模組化的選擇，選好主餐以後就可搭配附餐。別以為這樣的餐廳沒辦法提供好的料理。其實他們還十分的美味呢。甜點一定要吃喔,5,25.0483386,121.5339097
Tripadvisor,王品,hot 7,台北長安東店,台北市中山區長安東路二段78-2號,平均不錯,2017/12/18,昨天與家人一同來長安東路的分店，座無虛席，但是換桌率也頗快。服務親切，環境也很整潔。我們點了一份櫻桃鴨一份香蒜牛。平均而言，覺得最好吃的是白飯(可無限續)還有甜點(地瓜餡很不錯)，兩份主菜中又以櫻桃鴨勝過香蒜牛(蒜頭非新鮮處理，蒜味已失)。若與坊間的鐵板燒店相比，其服務是更為勝出，白飯、甜點、飲料平均來說也應該都會比一般店家的優...；但若以炒菜、以及吃到的兩份主菜而言，並沒有更為驚豔。更多,4,25.0483386,121.5339097
Tripadvisor,王品,hot 7,台北長安東店,台北市中山區長安東路二段78-2號,鐵板新滋味,2017/7/26,一樣有多種選擇，雞、豬、牛、魚等等。即使沒有在大飯店的奢華，樸實的食材同樣美味。前點、中餐到最後一道，各個好滋味_,5,25.0483386,121.5339097
Tripadvisor,王品,hot 7,台北長安東店,台北市中山區長安東路二段78-2號,推薦豚五花,2017/2/17,平日晚餐6點多來是還有蠻多位置的，這天我們點了豚五花、櫻桃鴨，豚五花真的很像松阪豬，跟櫻桃鴨比較起來我更愛豚五花，另外加點的炒青菜也很值得，這樣的價位算是划算，下次來嘗嘗別的口味!,4,25.0483386,121.5339097
Tripadvisor,王品,hot 7,台北長安東店,台北市中山區長安東路二段78-2號,鐵板燒,2015/10/7,價錢便宜味道還好服務員老練廚師專業就是感覺還缺少些什麼地板太髒      冷飲配熱食不太好換熱茶更棒飯後再來冷飲風味佳,3,25.0483386,121.5339097
Tripadvisor,王品,hot 7,板橋文化店,新北市板橋區文化路一段120號,價值性不錯,2020/6/19,會再前往餐廳，也會再考慮用此平台預先訂位，但是請縮短評論的最低數字50字的限制，應該讓人自由發表內容，可訂上限，但不需要訂定50字，太多了,4,25.0184504,121.4652014
Tripadvisor,王品,hot 7,板橋文化店,新北市板橋區文化路一段120號,好可惜要停止營業了,2020/6/12,好可惜要停止營業了，環境整潔˙，一直以來是不錯的用餐選擇，比一般平價鐵板燒的水準品質高上太多了！希望能盡快在附近新開一間店面。,5,25.0184504,121.4652014
Tripadvisor,王品,hot 7,板橋文化店,新北市板橋區文化路一段120號,用餐感想,2020/6/10,主餐點鴨腿，師父煎得很好吃，但是配湯與配飯越來越差，炒青菜菜量也不足，集團控制成本過頭，餐後也沒有現做甜點，已經不值得再去吃了,4,25.0184504,121.4652014
Tripadvisor,王品,hot 7,板橋文化店,新北市板橋區文化路一段120號,CP質高的鐵板料理,2020/6/5,環境衛生整潔度優，不像一般鐵板燒油膩，比平價高一點卻可以吃到非常舒適的用餐環境、餐點好吃美味、服務人員態度很好、食材新鮮,4,25.0184504,121.4652014
Tripadvisor,王品,hot 7,板橋文化店,新北市板橋區文化路一段120號,服務超級不專業,2020/5/19,服務整個不專業，訂位晚上7：30，在7點的時候抵達，看到尚有許多座位，詢問櫃台能否先入座，不行就算了，可是店員居然態度很差的說早一分我也不會給，認真傻眼。之後入座後，叫無服務生點餐，點完餐後過了半小時以上才上餐，重點是居然先直接上主餐牛排！鐵板燒耶！白飯跟前菜之類的完全沒上！先上主餐！加上冷氣很強，牛肉瞬間就冷了，完全傻眼！長...久以來吃餐廳對於服務沒有什麼太大要求，但這間店真的太誇張，真的是虧它還是王品的子企業！實在不行！更多,2,25.0184504,121.4652014
Tripadvisor,王品,hot 7,板橋文化店,新北市板橋區文化路一段120號,設備跳電後鐵板全部無法開啟也無補救措施,2020/5/19,"設備跳電後鐵板全部無法開啟也無補救措施,到了現場後才告知說設備經過跳電後已無法正常運作要我們至別家分店用餐,整個節日的規劃都因為一個備援機制沒有做而被打亂,臨時也找不到餐廳能夠用餐      .......................................................",1,25.0184504,121.4652014
Tripadvisor,王品,hot 7,板橋文化店,新北市板橋區文化路一段120號,不錯,2019/5/26,這家是王品集團下面的平價鐵板燒料理餐廳提供的餐點選擇性非常的多而且很少在鐵板燒料理店吃東西不會有油膩感的非常推薦,4,25.0184504,121.4652014
Tripadvisor,王品,hot 7,板橋文化店,新北市板橋區文化路一段120號,服務跟品牌,2019/5/11,餐點以三百多的價位來說不算太差，但說驚艷也還好這次用餐主菜點了鴨腿，味道和口感還不錯湯品鮮菇湯頭很棒，只是上菜時有撒出來一些甜點綠豆仁爽口解膩不錯蔬菜的高麗菜有點生最後結帳時店員很熱心的說明線上支付的使用，對於店員服務就值得這餐了,5,25.0184504,121.4652014
Tripadvisor,王品,hot 7,板橋文化店,新北市板橋區文化路一段120號,服務與食材有保障，HOT7少了油膩與煙味,2019/3/28,CP值很高的鐵板燒餐廳，服務與食材有保障，HOT7少了油膩與煙味，喜歡主菜的香煎櫻桃鴨腿，聽服務生介紹是用花蓮櫻桃鴨，表皮煎得酥脆，肉質不會柴，用特調綠胡椒醬，味道好。,5,25.0184504,121.4652014
Tripadvisor,王品,hot 7,板橋文化店,新北市板橋區文化路一段120號,平價鐵板料理,2019/3/14,我們還蠻喜歡吃鐵板料理，hot 7新鐵板料理是王品集團旗下平價品牌，這間分店交通很方便，目前他們家的套餐是299元加一成，一次可以享用到飲品、沙拉、湯品、副食、甜點及主食等餐點，算是CP值滿高的,4,25.0184504,121.4652014
Tripadvisor,王品,hot 7,桃園筷食尚店,桃園市桃園區中正路47號2樓,價格合理、CP值高服務好！,2020/12/24,以它的價格與這樣的品質與服務是蠻不錯的，點的是蒜味牛肉，澳洲牛肉，配有剝皮辣椒湯（有一塊雞肉）炒高麗菜、黃金泡菜與白飯、飲料與甜點，飯與泡菜可以續，CP值不錯！也適合當商業午餐，現在加入line 好友點兩客88折。,4,24.990799,121.31281
Tripadvisor,王品,hot 7,桃園筷食尚店,桃園市桃園區中正路47號2樓,CP值超高氣氛優的王品鐵板燒！,2020/7/2,此次用餐去的是桃園ATT筷食尚庸碌的生活中，還能享有一處優雅安靜的餐廳用餐，實為確幸，疫情期間店內乾淨整潔令人放心，餐點從前菜到主餐甜點飲品，都非常好吃與用心，謝謝HOT 7的用心料理與服務！,5,24.990799,121.31281
Tripadvisor,王品,hot 7,桃園筷食尚店,桃園市桃園區中正路47號2樓,消費後的感想,2020/6/7,HOT 7已經是我去過好幾次的餐廳了，是一間非常棒的餐廳。我本身是位學生，雖然價格方面有點超出本身的預算，但整體相對來說是蠻ok 的。從進店前，到點餐，付費，服務員的態度都非常的好，也很有禮貌。我覺得最貼心的是服務員會前來問餐點滿不滿意，合不合胃口的部分，另外還會提醒客人可以續飯，真的超貼心！有機會的話還會到店內消費，也會幫忙推...薦給親戚朋友來用餐。更多,5,24.990799,121.31281
Tripadvisor,王品,hot 7,桃園筷食尚店,桃園市桃園區中正路47號2樓,比中壢店的好吃,2018/11/18,雖然是連鎖店但整體口感上似乎比中壢店好一點!?若有桃園市民卡可以送一份茶碗蒸唷若聚餐臨時不知道要吃甚麼這裡也是一個不錯的選擇!,4,24.990799,121.31281
Tripadvisor,王品,hot 7,桃園筷食尚店,桃園市桃園區中正路47號2樓,第一次吃,2018/9/25,真的不誇張，hot7在台灣已經開了很多年，但我就是沒機會品嚐!朋友都說很便宜很好吃，CP值很高，這次真的體會到了!在桃園ATT筷食尚店享用，這裡的環境不錯，加上市區便利交通，真的蠻推薦的!裡頭的餐廳都有一定的客源，大家記得都要先訂位!家人跟我說他們吃了很多次，終於找到最棒的主餐就是豬肉，酥酥的口感...非常對味，還有記得要加點小卷喔！真的非常好吃，吃過一次包你難忘！對了，如果是桃園市民，記得出示市民卡，有送蒸蛋一個！停車方面，ATT筷食尚與桃花園飯店有合作，1000元抵一小時，非常便利!!更多,5,24.990799,121.31281
Tripadvisor,王品,hot 7,桃園筷食尚店,桃園市桃園區中正路47號2樓,還不錯瞜,2018/8/29,用餐環境還不錯，且服務人員的態度很好。價格不貴又好吃，算是很平價的鐵板燒。整動。未來還是會想造訪。推薦!,5,24.990799,121.31281
Tripadvisor,王品,hot 7,桃園筷食尚店,桃園市桃園區中正路47號2樓,中規中矩，價格合理的餐廳,2018/6/20,水準以上，食物品質不錯，服務水準佳，食材也感覺相當不錯，餐後也會用鐵板煎銅鑼燒，是每次小朋友最期待的部分。,4,24.990799,121.31281
Tripadvisor,王品,hot 7,大里大買家店,台中市大里區國光路二段710號2樓,物有所值,2020/6/21,用餐環境不錯，服務人員的態度很好。餐點的品質比一般的鐵板燒店好，份量也很足夠，是一個會讓人還會想要再去的餐廳,4,24.1155233,120.6797043
